id,active_on_days_off,allocation,end_date,notes,person_id,placeholder_id,project_id,repeated_assignment_set_id,start_date,updated_at,updated_by_id
19314451,False,14400,2018-11-30,,408190.0,,1723252,,2018-11-01,2019-04-07T16:30:46.804Z,399979
19314475,False,14400,2018-12-31,,408190.0,,1723263,,2018-11-01,2019-04-07T16:16:22.555Z,399979
19314509,False,14400,2018-12-31,,408187.0,,1723263,,2018-11-01,2019-04-07T16:15:58.399Z,399979
19314518,False,14400,2019-03-31,,408187.0,,1723251,,2018-11-01,2019-04-07T16:00:37.910Z,399979
19314525,False,14400,2019-03-31,,408186.0,,1723251,,2018-11-01,2019-04-07T15:57:37.566Z,399979
19314531,False,14400,2019-06-02,,408186.0,,1723254,,2018-11-01,2019-04-07T15:57:40.316Z,399979
19314582,False,14400,2019-03-31,,408184.0,,1793794,,2018-11-01,2019-04-07T15:56:27.880Z,399979
19314607,False,14400,2019-05-31,,408184.0,,1723254,,2018-11-01,2019-04-07T15:56:30.642Z,399979
19635311,False,14400,2019-05-31,,428847.0,,1812125,,2018-11-27,2019-04-07T15:59:42.036Z,399979
19835143,False,2880,2020-03-31,,408183.0,,1823043,,2018-12-04,2018-12-04T17:27:29.697Z,408183
19835981,False,14400,2020-03-31,,408180.0,,1812125,,2019-01-01,2019-04-07T15:51:15.378Z,399979
19836025,False,14400,2018-06-30,,408180.0,,1823070,,2018-01-15,2019-04-07T16:39:00.748Z,399979
19836372,False,14400,2019-12-31,,408181.0,,1823043,,2018-11-01,2019-04-07T15:53:43.592Z,399979
19836387,False,14400,2018-12-09,,408181.0,,1723251,,2018-11-01,2019-04-07T16:30:16.178Z,399979
19836400,False,14400,2018-12-31,,408181.0,,1823097,,2018-12-10,2019-04-07T16:17:29.131Z,399979
19836432,False,7200,2019-12-31,,408181.0,,1823098,,2019-01-01,2019-04-07T15:54:31.344Z,399979
19836464,False,7200,2019-03-31,,408181.0,,1823097,,2019-01-01,2019-04-07T15:54:27.369Z,399979
19837512,False,14400,2019-05-31,,428847.0,,1814107,,2018-11-27,2019-04-07T15:59:46.148Z,399979
19849922,False,14400,2019-01-27,,428846.0,,1823867,,2018-11-01,2019-04-07T16:06:58.902Z,399979
19849947,False,14400,2019-12-31,,428846.0,,1823869,,2019-04-01,2019-04-07T15:55:58.063Z,399979
19849990,False,14400,2019-12-27,,428846.0,,1823872,,2019-04-01,2019-04-07T15:55:55.024Z,399979
19850070,False,28800,2018-12-31,,408188.0,,1823070,,2018-11-01,2019-04-07T16:16:15.464Z,399979
19850237,False,14400,2019-07-31,,408188.0,,1823898,,2019-01-01,2019-04-07T16:00:58.561Z,399979
19850278,False,14400,2019-01-31,,408188.0,,1823070,,2019-01-01,2019-04-07T16:06:41.906Z,399979
19850957,False,14400,2019-03-31,,428845.0,,1793794,,2018-11-01,2019-04-07T16:01:06.669Z,399979
19850991,False,14400,2019-10-31,,428845.0,,1823898,,2018-11-01,2019-04-07T16:01:03.587Z,399979
19851189,False,14400,2019-01-31,,408190.0,,1723252,,2019-01-01,2019-04-07T16:06:33.970Z,399979
19851210,False,14400,2019-03-31,,408190.0,,1823941,,2018-12-01,2019-04-07T16:01:24.109Z,399979
19851328,False,14400,2019-11-30,,408190.0,,1823951,,2019-02-01,2019-04-07T16:01:21.702Z,399979
19851773,False,28800,2023-03-31,,408179.0,,1823043,,2018-08-01,2019-04-07T15:49:57.745Z,399979
19858271,False,14400,2019-05-31,Assuming extension is approved.,399979.0,,1824209,,2019-01-01,2019-03-12T16:28:59.727Z,408182
19965817,False,14400,2019-02-10,,428846.0,,1814107,,2019-01-28,2019-04-07T16:06:13.306Z,399979
19972475,False,14400,2021-03-31,,408189.0,,1823043,,2018-11-01,2019-04-07T16:01:12.312Z,399979
19972659,False,14400,2019-12-31,,408189.0,,1824197,,2018-11-01,2019-04-07T16:01:16.237Z,399979
20012674,False,14400,2019-03-29,,432681.0,,1824203,,2018-12-03,2019-04-07T15:50:46.496Z,399979
20074389,False,2880,2019-03-29,,408183.0,,1823867,,2018-12-10,2018-12-13T13:00:25.106Z,408183
20074396,False,14400,2019-03-29,,408183.0,,1834573,,2018-11-01,2018-12-13T13:01:16.203Z,408183
20074410,False,2880,2019-03-29,,408183.0,,1834574,,2019-01-01,2018-12-13T13:02:02.764Z,408183
20074471,False,2880,2019-03-29,,408183.0,,1723258,,2018-11-01,2018-12-13T13:02:54.415Z,408183
20074475,False,2880,2019-12-31,,408183.0,,1824210,,2019-01-01,2018-12-13T13:03:17.532Z,408183
20074677,False,14400,2019-04-30,,432682.0,,1823097,,2018-12-10,2019-04-07T15:56:10.693Z,399979
20074777,False,14400,2019-03-31,,432682.0,,1834585,,2018-12-10,2019-04-07T15:56:14.045Z,399979
20079337,False,14400,2019-12-31,,408180.0,,1824197,,2018-10-01,2019-04-07T15:51:19.783Z,399979
20079428,False,14400,2019-12-31,,408188.0,,1824197,,2019-02-01,2019-04-07T16:00:51.728Z,399979
20080198,False,14400,2019-03-29,,432681.0,,1834909,,2019-01-07,2019-04-07T15:50:40.333Z,399979
20085828,False,28800,2018-12-28,,408185.0,,1823867,,2018-12-03,2019-04-07T16:15:52.061Z,399979
20085844,False,14400,2018-11-30,,408185.0,,1824210,,2018-04-01,2019-04-07T16:29:55.823Z,399979
20085847,False,14400,2018-11-30,,408185.0,,1793801,,2018-10-01,2019-04-07T16:29:51.512Z,399979
20104506,False,14400,2019-12-31,,408187.0,,1836148,,2019-01-01,2019-04-07T16:00:35.544Z,399979
20104641,False,14400,2019-12-31,,408187.0,,1836162,,2019-04-01,2019-04-07T16:00:41.577Z,399979
20110703,False,14400,2019-05-31,Assuming extension is approved.,408182.0,,1824209,,2018-11-01,2019-04-07T15:54:53.804Z,399979
20298061,False,14400,2019-11-30,,417332.0,,1846239,,2018-12-01,2019-04-07T15:49:38.829Z,399979
21508829,False,14400,2019-03-31,,417332.0,,1723251,,2018-12-01,2019-04-07T15:52:51.968Z,399979
21510719,False,14400,2019-01-20,,408185.0,,1793801,,2018-12-31,2019-04-07T16:06:52.239Z,399979
21510749,False,14400,2019-01-20,,408185.0,,1824210,,2018-12-31,2019-04-07T16:06:48.329Z,399979
21510795,False,28800,2019-03-24,,408185.0,,1824210,,2019-01-21,2019-04-07T15:56:54.569Z,399979
21516974,False,14400,2019-01-01,,,23092.0,1836148,,2019-01-01,2019-04-07T16:17:39.748Z,399979
21535906,False,14400,2018-04-30,,408178.0,,1824194,,2018-04-01,2019-04-07T16:46:13.640Z,399979
21536043,False,14400,2018-04-30,,408178.0,,1824205,,2018-04-01,2019-04-07T16:46:16.840Z,399979
21536098,False,3600,2018-05-31,,408178.0,,1824194,,2018-05-01,2019-04-07T16:46:20.771Z,399979
21536201,False,3600,2018-05-31,,408178.0,,1723251,,2018-05-01,2019-04-07T16:46:25.364Z,399979
21536208,False,21600,2018-05-31,,408178.0,,1824205,,2018-05-01,2019-04-07T16:46:32.105Z,399979
21536364,False,3600,2018-06-30,,408178.0,,1824194,,2018-06-01,2019-04-07T16:43:35.840Z,399979
21536388,False,7200,2018-06-30,,408178.0,,1824205,,2018-06-01,2019-04-07T16:43:39.008Z,399979
21536615,False,14400,2018-07-01,,408178.0,,1823898,,2018-06-01,2019-04-07T16:43:32.230Z,399979
21536664,False,14400,2018-08-31,,408178.0,,1824205,,2018-07-02,2019-04-07T16:35:33.877Z,399979
21536707,False,14400,2018-09-30,,408178.0,,1823898,,2018-07-02,2019-04-07T16:35:00.842Z,399979
21536949,False,7200,2018-09-30,,408178.0,,1824204,,2018-09-01,2019-04-07T16:34:57.046Z,399979
21537012,False,7200,2018-09-30,,408178.0,,1824205,,2018-09-01,2019-04-07T16:34:50.773Z,399979
21537232,False,14400,2018-06-30,,408180.0,,1824197,,2018-05-01,2019-04-07T16:43:46.319Z,399979
21540387,False,28800,2018-07-31,,408180.0,,1823070,,2018-07-01,2019-04-07T16:35:49.300Z,399979
21540467,False,14400,2018-08-31,,408180.0,,1823070,,2018-08-01,2019-04-07T16:35:45.197Z,399979
21540546,False,14400,2018-08-31,,408180.0,,1793801,,2018-08-01,2019-04-07T16:35:41.878Z,399979
21540612,False,28800,2018-09-30,,408180.0,,1823070,,2018-09-01,2019-04-07T16:34:43.994Z,399979
21540614,False,14400,2018-12-31,,408180.0,,1823070,,2018-10-01,2019-04-07T16:08:51.292Z,399979
21541098,False,10800,2018-04-30,,408181.0,,1723251,,2018-04-01,2019-04-07T16:46:03.161Z,399979
21541347,False,7200,2018-04-30,,408181.0,,1823097,,2018-04-01,2019-04-07T16:46:07.068Z,399979
21541456,False,14400,2018-05-31,,408181.0,,1723251,,2018-05-01,2019-04-07T16:45:34.587Z,399979
21541482,False,14400,2018-05-31,,408181.0,,1823097,,2018-05-01,2019-04-07T16:45:30.404Z,399979
21541759,False,3600,2018-08-31,,408181.0,,1823043,,2018-06-01,2019-04-07T16:35:57.387Z,399979
21541841,False,14400,2018-06-30,,408181.0,,1824207,,2018-06-01,2019-04-07T16:38:49.395Z,399979
21541859,False,10800,2018-06-30,,408181.0,,1723251,,2018-06-01,2019-04-07T16:38:53.444Z,399979
21542118,False,7200,2018-07-31,,408181.0,,1824207,,2018-07-01,2019-04-07T16:36:00.745Z,399979
21542129,False,14400,2018-07-31,,408181.0,,1723251,,2018-07-01,2019-02-07T11:38:41.114Z,399979
21542255,False,14400,2018-08-31,,408181.0,,1823097,,2018-08-01,2019-04-07T16:36:05.848Z,399979
21542288,False,10800,2018-08-31,,408181.0,,1723251,,2018-08-01,2019-04-07T16:36:36.141Z,399979
21542350,False,14400,2018-10-31,,408181.0,,1723251,,2018-09-01,2019-04-07T16:32:39.086Z,399979
21542364,False,14400,2018-10-31,,408181.0,,1823043,,2018-09-01,2019-04-07T16:32:43.373Z,399979
21542455,False,14400,2018-09-30,,408182.0,,1723251,,2018-04-01,2019-04-07T16:34:38.025Z,399979
21542575,False,14400,2018-05-31,,408184.0,,1723255,,2018-05-01,2019-04-07T16:45:16.704Z,399979
21545609,False,14400,2018-05-31,,408184.0,,1915747,,2018-05-01,2019-04-07T16:45:23.156Z,399979
21545637,False,28800,2018-07-31,,408184.0,,1723255,,2018-06-01,2019-04-07T16:37:44.905Z,399979
21545673,False,14400,2018-10-31,,408184.0,,1723255,,2018-08-01,2019-04-07T16:32:31.939Z,399979
21545677,False,14400,2018-10-31,,408184.0,,1723254,,2018-08-01,2019-04-07T16:32:27.205Z,399979
21545726,False,14400,2018-06-30,,408185.0,,1723255,,2018-04-01,2019-04-07T16:38:38.911Z,399979
21545881,False,14400,2018-09-30,,408185.0,,1793801,,2018-07-01,2019-04-07T16:34:31.987Z,399979
21545966,False,14400,2018-10-31,,408186.0,,1723251,,2018-04-01,2019-04-07T16:32:17.513Z,399979
21546603,False,14400,2018-04-30,,408186.0,,1824200,,2018-04-01,2019-04-07T16:45:09.835Z,399979
21546718,False,14400,2018-07-31,,408186.0,,1723262,,2018-05-01,2019-04-07T16:37:39.351Z,399979
21546748,False,3600,2018-05-31,,408186.0,,1824200,,2018-05-01,2019-04-07T16:45:05.738Z,399979
21546963,False,14400,2018-10-31,,408186.0,,1723254,,2018-08-01,2019-04-07T16:32:21.980Z,399979
21547180,False,14400,2018-05-31,,408187.0,,1723251,,2018-04-01,2019-04-07T16:44:59.616Z,399979
21547762,False,14400,2018-04-30,,408187.0,,1824200,,2018-04-01,2019-04-07T16:44:56.056Z,399979
21547800,False,3600,2018-05-31,,408187.0,,1824200,,2018-05-01,2019-04-07T16:44:52.414Z,399979
21547846,False,14400,2018-05-31,,408187.0,,1824199,,2018-05-01,2019-04-07T16:44:48.248Z,399979
21548269,False,7200,2018-06-30,,408187.0,,1723251,,2018-06-01,2019-04-07T16:38:33.768Z,399979
21548291,False,7200,2018-06-30,,408187.0,,1824200,,2018-06-01,2019-04-07T16:38:30.829Z,399979
21548302,False,14400,2018-06-30,,408187.0,,1824199,,2018-06-01,2019-04-07T16:38:26.548Z,399979
21548346,False,14400,2018-07-31,,408187.0,,1723251,,2018-07-01,2019-04-07T16:37:25.039Z,399979
21548422,False,14400,2018-07-31,,408187.0,,1824199,,2018-07-01,2019-04-07T16:37:28.292Z,399979
21548463,False,28800,2018-08-31,,408187.0,,1824199,,2018-08-01,2019-04-07T16:37:32.682Z,399979
21548693,False,14400,2018-10-31,,408187.0,,1723251,,2018-09-01,2019-04-07T16:32:09.910Z,399979
21548704,False,14400,2018-10-31,,408187.0,,1723263,,2018-09-01,2019-04-07T16:32:05.573Z,399979
21549145,False,14400,2018-10-31,,399979.0,,1684539,,2018-04-01,2019-04-07T16:31:28.992Z,399979
21549264,False,14400,2018-04-30,,399979.0,,1723263,,2018-04-01,2019-04-07T16:44:34.435Z,399979
21549275,False,7200,2018-05-31,,399979.0,,1824202,,2018-04-01,2019-04-07T16:44:29.019Z,399979
21549485,False,14400,2018-12-31,,399979.0,,1684539,,2018-11-01,2019-04-07T16:16:09.833Z,399979
21549544,False,7200,2018-05-31,,399979.0,,1824194,,2018-05-01,2019-04-07T16:44:42.905Z,399979
21549782,False,14400,2018-06-30,,399979.0,,1824194,,2018-06-01,2019-04-07T16:43:54.187Z,399979
21549824,False,3600,2018-07-31,,399979.0,,1723263,,2018-07-01,2019-04-07T16:37:12.582Z,399979
21549933,False,3600,2018-07-31,,399979.0,,1824202,,2018-07-01,2019-04-07T16:37:16.995Z,399979
21549953,False,7200,2018-09-30,,399979.0,,1824194,,2018-07-01,2019-04-07T16:34:25.096Z,399979
21550008,False,7200,2018-12-31,,399979.0,,1723263,,2018-08-01,2019-04-07T16:16:04.821Z,399979
21550542,False,14400,2018-12-02,,399979.0,,1824194,,2018-10-01,2019-04-07T16:29:34.453Z,399979
21550621,False,28800,2018-10-31,,408188.0,,1823070,,2018-04-01,2019-04-07T16:31:24.342Z,399979
21550721,False,3600,2018-04-30,,408189.0,,1723253,,2018-04-01,2019-04-07T16:44:23.762Z,399979
21550736,False,28800,2018-08-31,,408189.0,,1723262,,2018-04-01,2019-04-07T16:37:02.975Z,399979
21550942,False,21600,2018-10-31,,408189.0,,1723253,,2018-09-01,2019-04-07T16:31:17.127Z,399979
21551058,False,7200,2018-10-31,,408189.0,,1723262,,2018-09-01,2019-04-07T16:31:01.324Z,399979
21551214,False,14400,2018-10-31,,408190.0,,1723263,,2018-08-20,2019-04-07T16:30:55.545Z,399979
21551246,False,14400,2018-10-31,,408190.0,,1723252,,2018-08-20,2019-04-07T16:30:50.948Z,399979
21552668,False,28800,2018-11-30,,417332.0,,1723251,,2018-11-01,2019-04-07T16:30:22.320Z,399979
21553097,False,7200,2019-03-31,,408182.0,,1723251,,2018-10-01,2019-04-07T15:54:49.821Z,399979
21553253,False,7200,2019-01-31,,408182.0,,1823070,,2018-10-01,2019-04-07T16:07:08.162Z,399979
21553357,False,7200,2019-03-31,,408182.0,,1824197,,2019-02-01,2019-04-07T15:54:45.222Z,399979
21554024,False,14400,2019-03-31,,399979.0,,1824194,,2018-12-03,2019-03-05T10:45:57.739Z,399979
21555775,False,14400,2019-03-29,,428846.0,,1793801,,2018-11-01,2019-04-07T15:55:47.710Z,399979
22088933,False,28800,2019-03-31,,452139.0,,1824197,,2019-02-18,2019-02-26T10:21:45.837Z,452139
22285960,False,14400,2019-03-29,,428846.0,,1823867,,2019-02-11,2019-04-07T15:55:52.062Z,399979
22498208,False,14400,2019-12-31,,,23093.0,1969208,,2019-07-01,2019-03-12T15:08:24.953Z,458589
22498236,False,14400,2019-12-31,,,23092.0,1969208,,2019-07-01,2019-03-12T15:08:46.149Z,458589
22498400,False,14400,2021-08-31,,,23092.0,1969215,,2019-09-01,2019-03-12T15:12:12.131Z,458589
22498488,False,14400,2021-08-31,,,24677.0,1969215,,2019-09-01,2019-03-12T15:16:01.318Z,458589
22499211,False,14400,2021-08-31,,,23092.0,1969228,,2019-09-01,2019-03-12T15:27:50.646Z,458589
22499251,False,14400,2021-08-31,,,24677.0,1969228,,2019-09-01,2019-03-12T15:28:16.750Z,458589
22499485,False,14400,2020-03-31,,408180.0,,1969265,,2019-01-01,2019-03-12T15:32:50.639Z,458589
22499538,False,14400,2019-05-31,,428847.0,,1969265,,2018-11-01,2019-03-12T15:33:40.189Z,458589
22499575,False,14400,2020-03-31,,,23092.0,1969265,,2019-06-01,2019-03-12T15:34:38.364Z,458589
22499867,False,14400,2021-08-31,,,23092.0,1969303,,2019-09-01,2019-03-12T15:41:49.182Z,458589
22499901,False,14400,2021-08-31,,,24677.0,1969303,,2019-09-01,2019-03-12T15:42:20.295Z,458589
22499983,False,28800,2020-03-31,,,23092.0,1969311,,2019-04-01,2019-03-25T15:06:16.796Z,458589
22500005,False,14400,2020-03-31,,,24677.0,1969311,,2019-04-01,2019-03-12T15:46:13.625Z,458589
22500049,False,14400,2020-03-31,,,24678.0,1969311,,2019-04-01,2019-03-12T15:46:29.924Z,458589
22500383,False,14400,2020-03-31,,417332.0,,1969338,,2019-04-01,2019-03-12T15:55:24.814Z,458589
22500504,False,14400,2019-12-31,,,23092.0,1969344,,2019-10-01,2019-03-12T15:58:38.974Z,458589
22500512,False,14400,2019-12-31,,,24677.0,1969344,,2019-10-01,2019-03-12T15:58:52.609Z,458589
22500724,False,14400,2019-12-31,,,23092.0,1969354,,2019-04-01,2019-03-12T16:01:32.725Z,458589
22500731,False,14400,2019-12-31,,,24677.0,1969354,,2019-04-01,2019-03-12T16:01:53.346Z,458589
22500837,False,14400,2020-09-30,,408184.0,,1969358,,2019-04-01,2019-03-12T16:04:08.544Z,458589
22500857,False,14400,2020-09-30,,,23092.0,1969358,,2019-04-01,2019-03-12T16:04:41.836Z,458589
22500903,False,14400,2021-03-31,,,23092.0,1969363,,2019-09-01,2019-03-12T16:06:21.493Z,458589
22500919,False,14400,2021-03-31,,,24677.0,1969363,,2020-09-01,2019-03-12T16:07:00.936Z,458589
22501062,False,14400,2019-07-31,,,23092.0,1969372,,2019-04-01,2019-03-12T16:10:29.728Z,458589
22501075,False,14400,2019-07-31,,,24677.0,1969372,,2019-04-01,2019-03-12T16:10:40.385Z,458589
22501207,False,14400,2020-04-30,,,24360.0,1969375,,2019-10-01,2019-03-12T16:14:24.236Z,458589
22501232,False,14400,2020-04-30,,,23092.0,1969375,,2019-10-01,2019-03-12T16:14:40.327Z,458589
22501384,False,11520,2019-12-31,,,23092.0,1823898,,2019-08-01,2019-03-12T16:18:27.050Z,408182
22501394,False,14400,2019-10-31,,,23092.0,1969382,,2019-04-01,2019-03-12T16:17:40.885Z,458589
22501401,False,14400,2019-10-31,,,24677.0,1969382,,2019-04-01,2019-03-12T16:17:52.833Z,458589
22501547,False,14400,2020-12-31,,,23093.0,1823869,,2019-04-01,2019-03-12T16:20:31.800Z,458589
22501696,False,14400,2019-03-31,,,24361.0,1969399,,2019-01-01,2019-03-12T16:24:23.805Z,458589
22501726,False,14400,2021-03-31,,,23093.0,1836162,,2019-04-01,2019-03-12T16:25:10.855Z,458589
22501767,False,14400,2019-12-31,,,23092.0,1969408,,2019-10-01,2019-03-12T16:26:22.428Z,458589
22501781,False,14400,2019-12-31,,,24677.0,1969408,,2019-10-01,2019-03-12T16:26:38.888Z,458589
23018483,False,14400,2019-04-05,,432681.0,,1834909,626083.0,2019-04-01,2019-04-07T15:50:12.677Z,399979
23018525,False,14400,2019-04-12,,432681.0,,1834909,626083.0,2019-04-08,2019-04-07T15:50:12.689Z,399979
23018526,False,14400,2019-04-19,,432681.0,,1834909,626083.0,2019-04-15,2019-04-07T15:50:12.699Z,399979
23018527,False,14400,2019-04-26,,432681.0,,1834909,626083.0,2019-04-22,2019-04-07T15:50:12.709Z,399979
23018528,False,14400,2019-05-03,,432681.0,,1834909,626083.0,2019-04-29,2019-04-07T15:50:12.720Z,399979
23018529,False,14400,2019-05-10,,432681.0,,1834909,626083.0,2019-05-06,2019-04-07T15:50:12.730Z,399979
23018530,False,14400,2019-05-17,,432681.0,,1834909,626083.0,2019-05-13,2019-04-07T15:50:12.741Z,399979
23018531,False,14400,2019-05-24,,432681.0,,1834909,626083.0,2019-05-20,2019-04-07T15:50:12.751Z,399979
23018532,False,14400,2019-05-31,,432681.0,,1834909,626083.0,2019-05-27,2019-04-07T15:50:12.761Z,399979
23018533,False,14400,2019-06-07,,432681.0,,1834909,626083.0,2019-06-03,2019-04-07T15:50:12.772Z,399979
23018534,False,14400,2019-06-14,,432681.0,,1834909,626083.0,2019-06-10,2019-04-07T15:50:12.783Z,399979
23018535,False,14400,2019-06-21,,432681.0,,1834909,626083.0,2019-06-17,2019-04-07T15:50:12.793Z,399979
23018538,False,14400,2019-04-05,,432681.0,,1824203,626084.0,2019-04-01,2019-04-07T15:50:26.443Z,399979
23018545,False,14400,2019-04-12,,432681.0,,1824203,626084.0,2019-04-08,2019-04-07T15:50:26.455Z,399979
23018546,False,14400,2019-04-19,,432681.0,,1824203,626084.0,2019-04-15,2019-04-07T15:50:26.466Z,399979
23018547,False,14400,2019-04-26,,432681.0,,1824203,626084.0,2019-04-22,2019-04-07T15:50:26.477Z,399979
23018548,False,14400,2019-05-03,,432681.0,,1824203,626084.0,2019-04-29,2019-04-07T15:50:26.488Z,399979
23018549,False,14400,2019-05-10,,432681.0,,1824203,626084.0,2019-05-06,2019-04-07T15:50:26.499Z,399979
23018550,False,14400,2019-05-17,,432681.0,,1824203,626084.0,2019-05-13,2019-04-07T15:50:26.510Z,399979
23018551,False,14400,2019-05-24,,432681.0,,1824203,626084.0,2019-05-20,2019-04-07T15:50:26.521Z,399979
23018552,False,14400,2019-05-31,,432681.0,,1824203,626084.0,2019-05-27,2019-04-07T15:50:26.531Z,399979
23018553,False,14400,2019-06-07,,432681.0,,1824203,626084.0,2019-06-03,2019-04-07T15:50:26.542Z,399979
23018554,False,14400,2019-06-14,,432681.0,,1824203,626084.0,2019-06-10,2019-04-07T15:50:26.553Z,399979
23018555,False,14400,2019-06-21,,432681.0,,1824203,626084.0,2019-06-17,2019-04-07T15:50:26.563Z,399979
23270441,False,28800,2019-03-31,,408185.0,,1824210,,2019-03-25,2019-04-07T15:57:21.465Z,399979
